c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,ts,cet,ny,dir,inst
716699.0,1719237520733.0,60.93027261504156,0.0,0.0,57.913532,0.0,0.0,0.0,,0.0,2024-06-24 13:58:40.733000+00:00,2024-06-24 15:58:40.733000+02:00,2024-06-24 09:58:40.733000-04:00,0,
716860.0,1719247200260.0,60.93027261504156,0.8787113,10.799501,57.913532,672.0,18.0,2.0,-NASDAQ 100 (Mini),0.0,2024-06-24 16:40:00.260000+00:00,2024-06-24 18:40:00.260000+02:00,2024-06-24 12:40:00.260000-04:00,-1,NASDAQ 100 (Mini)
716879.0,1719248340178.0,62.34438507549618,0.32800588,3.2836077,57.913532,673.0,106.0,1.0,-NASDAQ 100 (Mini),0.0,2024-06-24 16:59:00.178000+00:00,2024-06-24 18:59:00.178000+02:00,2024-06-24 12:59:00.178000-04:00,-1,NASDAQ 100 (Mini)
716985.0,1719254700180.0,62.876884195927985,0.0,0.0,57.913532,0.0,0.0,0.0,,0.0,2024-06-24 18:45:00.180000+00:00,2024-06-24 20:45:00.180000+02:00,2024-06-24 14:45:00.180000-04:00,0,
717000.0,1719255600185.0,62.876884195927985,-0.8161985,19.761095,57.913532,675.0,7.0,3.0,-NASDAQ 100 (Mini),0.0,2024-06-24 19:00:00.185000+00:00,2024-06-24 21:00:00.185000+02:00,2024-06-24 15:00:00.185000-04:00,-1,NASDAQ 100 (Mini)
717008.0,1719256080088.0,61.54748549925242,1.2386467,6.323787,57.913532,676.0,44.0,2.0,-NASDAQ 100 (Mini),0.0,2024-06-24 19:08:00.088000+00:00,2024-06-24 21:08:00.088000+02:00,2024-06-24 15:08:00.088000-04:00,-1,NASDAQ 100 (Mini)
717053.0,1719258780056.0,63.54848821807239,0.20741144,5.864096,57.913532,677.0,9.0,1.0,-NASDAQ 100 (Mini),0.0,2024-06-24 19:53:00.056000+00:00,2024-06-24 21:53:00.056000+02:00,2024-06-24 15:53:00.056000-04:00,-1,NASDAQ 100 (Mini)
717062.0,1719259320248.0,63.88770650047557,0.0,0.0,57.913532,0.0,0.0,0.0,,0.0,2024-06-24 20:02:00.248000+00:00,2024-06-24 22:02:00.248000+02:00,2024-06-24 16:02:00.248000-04:00,0,
718440.0,1719342000118.0,63.88770650047557,0.23738317,5.2086654,57.99139,679.0,119.0,2.0,+NASDAQ 100 (Mini),0.0,2024-06-25 19:00:00.118000+00:00,2024-06-25 21:00:00.118000+02:00,2024-06-25 15:00:00.118000-04:00,1,NASDAQ 100 (Mini)
718560.0,1719349200000.0,64.27674833758408,0.053530544,3.2348554,58.003075,680.0,60.0,2.0,+NASDAQ 100 (Mini),0.0,2024-06-25 21:00:00+00:00,2024-06-25 23:00:00+02:00,2024-06-25 17:00:00-04:00,1,NASDAQ 100 (Mini)
718620.0,1719352800000.0,64.36468657282359,0.25184074,6.470125,58.003075,681.0,174.0,2.0,+NASDAQ 100 (Mini),0.0,2024-06-25 22:00:00+00:00,2024-06-26 00:00:00+02:00,2024-06-25 18:00:00-04:00,1,NASDAQ 100 (Mini)
718794.0,1719363240436.0,64.77862383025419,0.05128823,3.3295805,58.003075,682.0,50.0,1.0,+NASDAQ 100 (Mini),0.0,2024-06-26 00:54:00.436000+00:00,2024-06-26 02:54:00.436000+02:00,2024-06-25 20:54:00.436000-04:00,1,NASDAQ 100 (Mini)
718845.0,1719366300101.0,64.86313586718883,0.0,0.0,58.003075,0.0,0.0,0.0,,0.0,2024-06-26 01:45:00.101000+00:00,2024-06-26 03:45:00.101000+02:00,2024-06-25 21:45:00.101000-04:00,0,
718925.0,1719371100386.0,64.86313586718883,0.656085,5.955942,58.003075,684.0,268.0,2.0,+NASDAQ 100 (Mini),0.0,2024-06-26 03:05:00.386000+00:00,2024-06-26 05:05:00.386000+02:00,2024-06-25 23:05:00.386000-04:00,1,NASDAQ 100 (Mini)
719193.0,1719387180690.0,65.94477820916174,-0.010258094,2.737327,58.003075,685.0,51.0,1.0,+NASDAQ 100 (Mini),0.0,2024-06-26 07:33:00.690000+00:00,2024-06-26 09:33:00.690000+02:00,2024-06-26 03:33:00.690000-04:00,1,NASDAQ 100 (Mini)
719245.0,1719390300338.0,65.92775543724454,0.0,0.0,58.003075,0.0,0.0,0.0,,0.0,2024-06-26 08:25:00.338000+00:00,2024-06-26 10:25:00.338000+02:00,2024-06-26 04:25:00.338000-04:00,0,
719265.0,1719391500208.0,65.92775543724454,-0.93938774,6.085753,58.003075,687.0,102.0,1.0,+NASDAQ 100 (Mini),0.0,2024-06-26 08:45:00.208000+00:00,2024-06-26 10:45:00.208000+02:00,2024-06-26 04:45:00.208000-04:00,1,NASDAQ 100 (Mini)
719367.0,1719397644231.0,64.36905045502206,0.0,0.0,58.003075,0.0,0.0,0.0,,0.0,2024-06-26 10:27:24.231000+00:00,2024-06-26 12:27:24.231000+02:00,2024-06-26 06:27:24.231000-04:00,0,
721790.0,1719543000215.0,64.36905045502206,-1.0542363,7.3843822,58.025475,689.0,614.0,1.0,+NASDAQ 100 (Mini),0.0,2024-06-28 02:50:00.215000+00:00,2024-06-28 04:50:00.215000+02:00,2024-06-27 22:50:00.215000-04:00,1,NASDAQ 100 (Mini)
722404.0,1719579847627.0,62.636212218654805,0.0,0.0,58.025475,0.0,0.0,0.0,,0.0,2024-06-28 13:04:07.627000+00:00,2024-06-28 15:04:07.627000+02:00,2024-06-28 09:04:07.627000-04:00,0,
725360.0,1719930000091.0,62.63621221865483,0.5544326,6.9174066,58.0501,691.0,21.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-02 14:20:00.091000+00:00,2024-07-02 16:20:00.091000+02:00,2024-07-02 10:20:00.091000-04:00,1,NASDAQ 100 (Mini)
725381.0,1719931260112.0,63.53792034149202,-0.2128941,3.7678401,58.0501,692.0,4.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-02 14:41:00.112000+00:00,2024-07-02 16:41:00.112000+02:00,2024-07-02 10:41:00.112000-04:00,1,NASDAQ 100 (Mini)
725385.0,1719931503524.0,63.189757766383224,0.0,0.0,58.0501,0.0,0.0,0.0,,0.0,2024-07-02 14:45:03.524000+00:00,2024-07-02 16:45:03.524000+02:00,2024-07-02 10:45:03.524000-04:00,0,
725620.0,1719945600099.0,63.189757766383224,0.2548127,6.711865,58.0501,694.0,139.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-02 18:40:00.099000+00:00,2024-07-02 20:40:00.099000+02:00,2024-07-02 14:40:00.099000-04:00,1,NASDAQ 100 (Mini)
725760.0,1719954000000.0,63.605585975617494,0.03519904,2.7615793,58.06901,695.0,60.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-02 21:00:00+00:00,2024-07-02 23:00:00+02:00,2024-07-02 17:00:00-04:00,1,NASDAQ 100 (Mini)
725820.0,1719957600000.0,63.663173566509926,0.3510769,6.3824286,58.06901,696.0,494.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-02 22:00:00+00:00,2024-07-03 00:00:00+02:00,2024-07-02 18:00:00-04:00,1,NASDAQ 100 (Mini)
726314.0,1719987240274.0,64.2377571579673,-0.11228338,1.1997643,58.06901,697.0,3.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-03 06:14:00.274000+00:00,2024-07-03 08:14:00.274000+02:00,2024-07-03 02:14:00.274000-04:00,1,NASDAQ 100 (Mini)
726317.0,1719987440906.0,64.05334544954009,0.0,0.0,58.06901,0.0,0.0,0.0,,0.0,2024-07-03 06:17:20.906000+00:00,2024-07-03 08:17:20.906000+02:00,2024-07-03 02:17:20.906000-04:00,0,
726820.0,1720017600108.0,64.05334544954009,0.5583234,4.757863,58.06901,699.0,7.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-03 14:40:00.108000+00:00,2024-07-03 16:40:00.108000+02:00,2024-07-03 10:40:00.108000-04:00,1,NASDAQ 100 (Mini)
726828.0,1720018080081.0,64.9692936767095,0.535511,3.2688036,58.06901,700.0,122.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-03 14:48:00.081000+00:00,2024-07-03 16:48:00.081000+02:00,2024-07-03 10:48:00.081000-04:00,1,NASDAQ 100 (Mini)
726950.0,1720025400105.0,65.85272240903583,0.0,0.0,58.06901,0.0,0.0,0.0,,0.0,2024-07-03 16:50:00.105000+00:00,2024-07-03 18:50:00.105000+02:00,2024-07-03 12:50:00.105000-04:00,0,
726955.0,1720025700155.0,65.85272240903583,0.10096654,5.9505568,58.06901,702.0,17.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-03 16:55:00.155000+00:00,2024-07-03 18:55:00.155000+02:00,2024-07-03 12:55:00.155000-04:00,1,NASDAQ 100 (Mini)
726973.0,1720026780000.0,66.0201781738671,-0.09907333,3.346716,58.06901,703.0,286.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-03 17:13:00+00:00,2024-07-03 19:13:00+02:00,2024-07-03 13:13:00-04:00,1,NASDAQ 100 (Mini)
727260.0,1720044000000.0,65.85569645426158,-0.44857228,6.054061,58.08507,704.0,1138.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-03 22:00:00+00:00,2024-07-04 00:00:00+02:00,2024-07-03 18:00:00-04:00,1,NASDAQ 100 (Mini)
728398.0,1720112280000.0,65.11171377092222,-0.18058993,2.865974,58.08507,705.0,301.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-04 16:58:00+00:00,2024-07-04 18:58:00+02:00,2024-07-04 12:58:00-04:00,1,NASDAQ 100 (Mini)
728700.0,1720130400000.0,64.81353863510407,1.1170936,5.5324383,58.114864,706.0,500.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-04 22:00:00+00:00,2024-07-05 00:00:00+02:00,2024-07-04 18:00:00-04:00,1,NASDAQ 100 (Mini)
729200.0,1720160400295.0,66.65466011139681,0.05568147,1.0166548,58.114864,707.0,45.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-05 06:20:00.295000+00:00,2024-07-05 08:20:00.295000+02:00,2024-07-05 02:20:00.295000-04:00,1,NASDAQ 100 (Mini)
729245.0,1720163100629.0,66.74745587748691,0.0,0.0,58.114864,0.0,0.0,0.0,,0.0,2024-07-05 07:05:00.629000+00:00,2024-07-05 09:05:00.629000+02:00,2024-07-05 03:05:00.629000-04:00,0,
729675.0,1720188900202.0,66.74745587748691,0.5929395,3.821462,58.114864,709.0,26.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-05 14:15:00.202000+00:00,2024-07-05 16:15:00.202000+02:00,2024-07-05 10:15:00.202000-04:00,1,NASDAQ 100 (Mini)
729702.0,1720190520153.0,67.73616742975723,-0.036901318,2.8889627,58.114864,710.0,18.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-05 14:42:00.153000+00:00,2024-07-05 16:42:00.153000+02:00,2024-07-05 10:42:00.153000-04:00,1,NASDAQ 100 (Mini)
729720.0,1720191600378.0,67.67427057096316,1.7831252,11.250845,58.114864,711.0,35.0,3.0,+NASDAQ 100 (Mini),0.0,2024-07-05 15:00:00.378000+00:00,2024-07-05 17:00:00.378000+02:00,2024-07-05 11:00:00.378000-04:00,1,NASDAQ 100 (Mini)
729756.0,1720193760301.0,70.66411267295847,0.91295576,12.043456,58.114864,712.0,22.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-05 15:36:00.301000+00:00,2024-07-05 17:36:00.301000+02:00,2024-07-05 11:36:00.301000-04:00,1,NASDAQ 100 (Mini)
729779.0,1720195140187.0,72.22220048307327,-0.15217128,1.9600655,58.114864,713.0,45.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-05 15:59:00.187000+00:00,2024-07-05 17:59:00.187000+02:00,2024-07-05 11:59:00.187000-04:00,1,NASDAQ 100 (Mini)
729825.0,1720197900047.0,71.96012776172233,0.0,0.0,58.114864,0.0,0.0,0.0,,0.0,2024-07-05 16:45:00.047000+00:00,2024-07-05 18:45:00.047000+02:00,2024-07-05 12:45:00.047000-04:00,0,
730785.0,1720428300271.0,71.96012776172233,0.59840155,5.0056944,58.146076,715.0,396.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-08 08:45:00.271000+00:00,2024-07-08 10:45:00.271000+02:00,2024-07-08 04:45:00.271000-04:00,1,NASDAQ 100 (Mini)
731182.0,1720452120092.0,72.989139835855,-0.17746556,1.3794869,58.146076,716.0,47.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-08 15:22:00.092000+00:00,2024-07-08 17:22:00.092000+02:00,2024-07-08 11:22:00.092000-04:00,1,NASDAQ 100 (Mini)
731230.0,1720454993428.0,72.68214369354207,0.0,0.0,58.146076,0.0,0.0,0.0,,0.0,2024-07-08 16:09:53.428000+00:00,2024-07-08 18:09:53.428000+02:00,2024-07-08 12:09:53.428000-04:00,0,
732200.0,1720513200132.0,72.68214369354207,-0.7681902,5.246908,58.176937,718.0,371.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-09 08:20:00.132000+00:00,2024-07-09 10:20:00.132000+02:00,2024-07-09 04:20:00.132000-04:00,1,NASDAQ 100 (Mini)
732571.0,1720535480500.0,71.35561638351255,0.0,0.0,58.176937,0.0,0.0,0.0,,0.0,2024-07-09 14:31:20.500000+00:00,2024-07-09 16:31:20.500000+02:00,2024-07-09 10:31:20.500000-04:00,0,
733830.0,1720611001030.0,71.35561638351253,0.8940369,6.5227714,58.205894,720.0,99.0,3.0,+NASDAQ 100 (Mini),0.0,2024-07-10 11:30:01.030000+00:00,2024-07-10 13:30:01.030000+02:00,2024-07-10 07:30:01.030000-04:00,1,NASDAQ 100 (Mini)
733930.0,1720617000178.0,72.88759878410103,0.86495644,7.6363225,58.205894,721.0,59.0,4.0,+NASDAQ 100 (Mini),0.0,2024-07-10 13:10:00.178000+00:00,2024-07-10 15:10:00.178000+02:00,2024-07-10 09:10:00.178000-04:00,1,NASDAQ 100 (Mini)
733990.0,1720620600109.0,74.38300121542302,-2.606336,11.108742,58.205894,722.0,50.0,3.0,+NASDAQ 100 (Mini),0.0,2024-07-10 14:10:00.109000+00:00,2024-07-10 16:10:00.109000+02:00,2024-07-10 10:10:00.109000-04:00,1,NASDAQ 100 (Mini)
734041.0,1720623641996.0,69.8379939219397,-0.089951746,5.8868155,58.205894,723.0,1.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-10 15:00:41.996000+00:00,2024-07-10 17:00:41.996000+02:00,2024-07-10 11:00:41.996000-04:00,1,NASDAQ 100 (Mini)
734042.0,1720623720080.0,69.68522167913332,-0.11021978,3.90594,58.205894,724.0,0.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-10 15:02:00.080000+00:00,2024-07-10 17:02:00.080000+02:00,2024-07-10 11:02:00.080000-04:00,1,NASDAQ 100 (Mini)
734043.0,1720623774436.0,69.49819500596865,0.0,0.0,58.205894,0.0,0.0,0.0,,0.0,2024-07-10 15:02:54.436000+00:00,2024-07-10 17:02:54.436000+02:00,2024-07-10 11:02:54.436000-04:00,0,
734190.0,1720632600064.0,69.49819500596865,0.65540296,4.6532545,58.205894,726.0,139.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-10 17:30:00.064000+00:00,2024-07-10 19:30:00.064000+02:00,2024-07-10 13:30:00.064000-04:00,1,NASDAQ 100 (Mini)
734329.0,1720640940093.0,70.60909117073595,-0.15408404,2.942118,58.205894,727.0,17.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-10 19:49:00.093000+00:00,2024-07-10 21:49:00.093000+02:00,2024-07-10 15:49:00.093000-04:00,1,NASDAQ 100 (Mini)
734346.0,1720641962087.0,70.34620979647845,0.0,0.0,58.205894,0.0,0.0,0.0,,0.0,2024-07-10 20:06:02.087000+00:00,2024-07-10 22:06:02.087000+02:00,2024-07-10 16:06:02.087000-04:00,0,
735095.0,1720686900202.0,70.34620979647845,0.9948318,3.9243639,58.237476,729.0,235.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-11 08:35:00.202000+00:00,2024-07-11 10:35:00.202000+02:00,2024-07-11 04:35:00.202000-04:00,1,NASDAQ 100 (Mini)
735331.0,1720701060074.0,72.04086806613591,-0.21480168,2.470424,58.237476,730.0,19.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-11 12:31:00.074000+00:00,2024-07-11 14:31:00.074000+02:00,2024-07-11 08:31:00.074000-04:00,1,NASDAQ 100 (Mini)
735350.0,1720702205128.0,71.67132138899458,0.0,0.0,58.237476,0.0,0.0,0.0,,0.0,2024-07-11 12:50:05.128000+00:00,2024-07-11 14:50:05.128000+02:00,2024-07-11 08:50:05.128000-04:00,0,
735560.0,1720714800181.0,71.67132138899458,0.70761645,9.846723,58.237476,732.0,34.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-11 16:20:00.181000+00:00,2024-07-11 18:20:00.181000+02:00,2024-07-11 12:20:00.181000-04:00,-1,NASDAQ 100 (Mini)
735594.0,1720716840198.0,72.8860958848293,-0.2940268,5.7046986,58.237476,733.0,22.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-11 16:54:00.198000+00:00,2024-07-11 18:54:00.198000+02:00,2024-07-11 12:54:00.198000-04:00,-1,NASDAQ 100 (Mini)
735617.0,1720718218234.0,72.37776442816721,0.0,0.0,58.237476,0.0,0.0,0.0,,0.0,2024-07-11 17:16:58.234000+00:00,2024-07-11 19:16:58.234000+02:00,2024-07-11 13:16:58.234000-04:00,0,
735640.0,1720719600138.0,72.37776442816724,0.59148455,15.856842,58.237476,735.0,13.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-11 17:40:00.138000+00:00,2024-07-11 19:40:00.138000+02:00,2024-07-11 13:40:00.138000-04:00,-1,NASDAQ 100 (Mini)
735654.0,1720720440087.0,73.39735230049898,-0.23856233,5.58539,58.237476,736.0,27.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-11 17:54:00.087000+00:00,2024-07-11 19:54:00.087000+02:00,2024-07-11 13:54:00.087000-04:00,-1,NASDAQ 100 (Mini)
735682.0,1720722095914.0,72.98369152389041,0.0,0.0,58.237476,0.0,0.0,0.0,,0.0,2024-07-11 18:21:35.914000+00:00,2024-07-11 20:21:35.914000+02:00,2024-07-11 14:21:35.914000-04:00,0,
736135.0,1720749300426.0,72.98369152389041,0.55541223,8.946859,58.27041,738.0,180.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-12 01:55:00.426000+00:00,2024-07-12 03:55:00.426000+02:00,2024-07-11 21:55:00.426000-04:00,-1,NASDAQ 100 (Mini)
736315.0,1720760100490.0,73.94446405688153,-0.059940647,2.929999,58.27041,739.0,28.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-12 04:55:00.490000+00:00,2024-07-12 06:55:00.490000+02:00,2024-07-12 00:55:00.490000-04:00,-1,NASDAQ 100 (Mini)
736344.0,1720761817920.0,73.84020061948047,0.0,0.0,58.27041,0.0,0.0,0.0,,0.0,2024-07-12 05:23:37.920000+00:00,2024-07-12 07:23:37.920000+02:00,2024-07-12 01:23:37.920000-04:00,0,
737945.0,1721030700456.0,73.84020061948047,0.6877465,8.632356,58.306156,741.0,379.0,2.0,+NASDAQ 100 (Mini),0.0,2024-07-15 08:05:00.456000+00:00,2024-07-15 10:05:00.456000+02:00,2024-07-15 04:05:00.456000-04:00,1,NASDAQ 100 (Mini)
738325.0,1721053500382.0,75.03578057691756,0.20098707,4.2309713,58.306156,742.0,69.0,1.0,+NASDAQ 100 (Mini),0.0,2024-07-15 14:25:00.382000+00:00,2024-07-15 16:25:00.382000+02:00,2024-07-15 10:25:00.382000-04:00,1,NASDAQ 100 (Mini)
738395.0,1721057700093.0,75.38757986159598,0.0,0.0,58.306156,0.0,0.0,0.0,,0.0,2024-07-15 15:35:00.093000+00:00,2024-07-15 17:35:00.093000+02:00,2024-07-15 11:35:00.093000-04:00,0,
739380.0,1721116800144.0,75.38757986159598,0.5424381,4.3164206,58.34128,744.0,13.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-16 08:00:00.144000+00:00,2024-07-16 10:00:00.144000+02:00,2024-07-16 04:00:00.144000-04:00,-1,NASDAQ 100 (Mini)
739393.0,1721117580474.0,76.33894886512955,-0.21596752,2.6426985,58.34128,745.0,9.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-16 08:13:00.474000+00:00,2024-07-16 10:13:00.474000+02:00,2024-07-16 04:13:00.474000-04:00,-1,NASDAQ 100 (Mini)
739403.0,1721118159781.0,75.95811401948491,0.0,0.0,58.34128,0.0,0.0,0.0,,0.0,2024-07-16 08:22:39.781000+00:00,2024-07-16 10:22:39.781000+02:00,2024-07-16 04:22:39.781000-04:00,0,
739410.0,1721118600319.0,75.95811401948491,-0.96871,8.681586,58.34128,747.0,124.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-16 08:30:00.319000+00:00,2024-07-16 10:30:00.319000+02:00,2024-07-16 04:30:00.319000-04:00,-1,NASDAQ 100 (Mini)
739534.0,1721126047822.0,74.2535901333851,0.0,0.0,58.34128,0.0,0.0,0.0,,0.0,2024-07-16 10:34:07.822000+00:00,2024-07-16 12:34:07.822000+02:00,2024-07-16 06:34:07.822000-04:00,0,
739870.0,1721146200119.0,74.25359013338509,0.63893116,11.513021,58.34128,749.0,7.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-16 16:10:00.119000+00:00,2024-07-16 18:10:00.119000+02:00,2024-07-16 12:10:00.119000-04:00,-1,NASDAQ 100 (Mini)
739878.0,1721146680076.0,75.36695059084342,-0.2667511,4.6642346,58.34128,750.0,19.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-16 16:18:00.076000+00:00,2024-07-16 18:18:00.076000+02:00,2024-07-16 12:18:00.076000-04:00,-1,NASDAQ 100 (Mini)
739898.0,1721147858883.0,74.89915731948274,0.0,0.0,58.34128,0.0,0.0,0.0,,0.0,2024-07-16 16:37:38.883000+00:00,2024-07-16 18:37:38.883000+02:00,2024-07-16 12:37:38.883000-04:00,0,
739995.0,1721153700107.0,74.89915731948274,-0.96809965,10.905353,58.34128,752.0,25.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-16 18:15:00.107000+00:00,2024-07-16 20:15:00.107000+02:00,2024-07-16 14:15:00.107000-04:00,-1,NASDAQ 100 (Mini)
740020.0,1721155204253.0,73.20595917348993,0.0,0.0,58.34128,0.0,0.0,0.0,,0.0,2024-07-16 18:40:04.253000+00:00,2024-07-16 20:40:04.253000+02:00,2024-07-16 14:40:04.253000-04:00,0,
741030.0,1721215800348.0,73.20595917348993,2.9727411,16.857065,58.38719,754.0,150.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-17 11:30:00.348000+00:00,2024-07-17 13:30:00.348000+02:00,2024-07-17 07:30:00.348000-04:00,-1,NASDAQ 100 (Mini)
741181.0,1721224857653.0,78.35492376962362,0.0,0.0,58.38719,0.0,0.0,0.0,,0.0,2024-07-17 14:00:57.653000+00:00,2024-07-17 16:00:57.653000+02:00,2024-07-17 10:00:57.653000-04:00,0,
741230.0,1721227800163.0,78.35492376962362,0.58266324,6.9335613,58.38719,756.0,52.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-17 14:50:00.163000+00:00,2024-07-17 16:50:00.163000+02:00,2024-07-17 10:50:00.163000-04:00,-1,NASDAQ 100 (Mini)
741282.0,1721230920195.0,79.39413236685262,0.17831141,3.3174229,58.38719,757.0,78.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-17 15:42:00.195000+00:00,2024-07-17 17:42:00.195000+02:00,2024-07-17 11:42:00.195000-04:00,-1,NASDAQ 100 (Mini)
741360.0,1721235600200.0,79.7140125824607,0.0,0.0,58.38719,0.0,0.0,0.0,,0.0,2024-07-17 17:00:00.200000+00:00,2024-07-17 19:00:00.200000+02:00,2024-07-17 13:00:00.200000-04:00,0,
741370.0,1721236200140.0,79.7140125824607,0.74434584,9.10545,58.38719,759.0,171.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-17 17:10:00.140000+00:00,2024-07-17 19:10:00.140000+02:00,2024-07-17 13:10:00.140000-04:00,-1,NASDAQ 100 (Mini)
741541.0,1721246460208.0,81.05170636643999,-0.31816202,4.5050764,58.38719,760.0,23.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-17 20:01:00.208000+00:00,2024-07-17 22:01:00.208000+02:00,2024-07-17 16:01:00.208000-04:00,-1,NASDAQ 100 (Mini)
741565.0,1721247889169.0,80.4756686046548,0.0,0.0,58.38719,0.0,0.0,0.0,,0.0,2024-07-17 20:24:49.169000+00:00,2024-07-17 22:24:49.169000+02:00,2024-07-17 16:24:49.169000-04:00,0,
742680.0,1721314800120.0,80.47566860465483,0.53502285,15.722156,58.435913,762.0,6.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-18 15:00:00.120000+00:00,2024-07-18 17:00:00.120000+02:00,2024-07-18 11:00:00.120000-04:00,-1,NASDAQ 100 (Mini)
742687.0,1721315220099.0,81.44125470250741,0.9120897,4.194001,58.435913,763.0,68.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-18 15:07:00.099000+00:00,2024-07-18 17:07:00.099000+02:00,2024-07-18 11:07:00.099000-04:00,-1,NASDAQ 100 (Mini)
742755.0,1721319300149.0,83.09616172190628,0.0,0.0,58.435913,0.0,0.0,0.0,,0.0,2024-07-18 16:15:00.149000+00:00,2024-07-18 18:15:00.149000+02:00,2024-07-18 12:15:00.149000-04:00,0,
742760.0,1721319600161.0,83.09616172190628,-0.9355839,13.605777,58.435913,765.0,14.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-18 16:20:00.161000+00:00,2024-07-18 18:20:00.161000+02:00,2024-07-18 12:20:00.161000-04:00,-1,NASDAQ 100 (Mini)
742775.0,1721320492152.0,81.38314353072627,0.0,0.0,58.435913,0.0,0.0,0.0,,0.0,2024-07-18 16:34:52.152000+00:00,2024-07-18 18:34:52.152000+02:00,2024-07-18 12:34:52.152000-04:00,0,
742925.0,1721329500193.0,81.38314353072627,0.76512367,14.103122,58.435913,767.0,7.0,2.0,-NASDAQ 100 (Mini),0.0,2024-07-18 19:05:00.193000+00:00,2024-07-18 21:05:00.193000+02:00,2024-07-18 15:05:00.193000-04:00,-1,NASDAQ 100 (Mini)
742933.0,1721329980189.0,82.77094890276975,-0.32864437,7.7260375,58.435913,768.0,16.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-18 19:13:00.189000+00:00,2024-07-18 21:13:00.189000+02:00,2024-07-18 15:13:00.189000-04:00,-1,NASDAQ 100 (Mini)
742950.0,1721330976734.0,82.17028246816108,0.0,0.0,58.435913,0.0,0.0,0.0,,0.0,2024-07-18 19:29:36.734000+00:00,2024-07-18 21:29:36.734000+02:00,2024-07-18 15:29:36.734000-04:00,0,
743700.0,1721376000169.0,82.17028246816108,-0.9558818,9.941176,58.477394,770.0,51.0,1.0,-NASDAQ 100 (Mini),0.0,2024-07-19 08:00:00.169000+00:00,2024-07-19 10:00:00.169000+02:00,2024-07-19 04:00:00.169000-04:00,-1,NASDAQ 100 (Mini)
743752.0,1721379107311.0,80.42894992671361,0.0,0.0,58.477394,0.0,0.0,0.0,,0.0,2024-07-19 08:51:47.311000+00:00,2024-07-19 10:51:47.311000+02:00,2024-07-19 04:51:47.311000-04:00,0,
744150.0,1721403000081.0,80.42894992671361,-0.9395817,23.828632,58.477394,772.0,25.0,3.0,-NASDAQ 100 (Mini),0.0,2024-07-19 15:30:00.081000+00:00,2024-07-19 17:30:00.081000+02:00,2024-07-19 11:30:00.081000-04:00,-1,NASDAQ 100 (Mini)
